ImageID,ImageURL,accuracy,label
fbb912be-be92-47a1-97bb-c4695d4ebb93,s3://dic-2024s/fbb912be-be92-47a1-97bb-c4695d4ebb93,0.9345763,person
fbb912be-be92-47a1-97bb-c4695d4ebb93,s3://dic-2024s/fbb912be-be92-47a1-97bb-c4695d4ebb93,0.93845904,person
fbb912be-be92-47a1-97bb-c4695d4ebb93,s3://dic-2024s/fbb912be-be92-47a1-97bb-c4695d4ebb93,0.6467781,person
fbb912be-be92-47a1-97bb-c4695d4ebb93,s3://dic-2024s/fbb912be-be92-47a1-97bb-c4695d4ebb93,0.76494193,person
fbb912be-be92-47a1-97bb-c4695d4ebb93,s3://dic-2024s/fbb912be-be92-47a1-97bb-c4695d4ebb93,0.91776216,person
23e2e259-b907-4627-8d27-1aeba0a26c4b,s3://dic-2024s/23e2e259-b907-4627-8d27-1aeba0a26c4b,,
53d60f03-845d-473c-8617-8131e3cdf6c0,s3://dic-2024s/53d60f03-845d-473c-8617-8131e3cdf6c0,,
f94dbc5d-85a4-44ca-b277-cf21a8dcfa1d,s3://dic-2024s/f94dbc5d-85a4-44ca-b277-cf21a8dcfa1d,0.9197227,train
fda2fb68-85ad-47ea-b5d6-377ef23fa076,s3://dic-2024s/fda2fb68-85ad-47ea-b5d6-377ef23fa076,0.6291377,aeroplane
9f4caa9a-b123-4151-a046-885e0574a572,s3://dic-2024s/9f4caa9a-b123-4151-a046-885e0574a572,0.57549745,bird
de916cbd-26f6-4a5a-af07-92d2d981ca8c,s3://dic-2024s/de916cbd-26f6-4a5a-af07-92d2d981ca8c,0.67010534,boat
a2c516e1-f4da-41dd-be95-9e09f0521b68,s3://dic-2024s/a2c516e1-f4da-41dd-be95-9e09f0521b68,0.72713935,person
a2c516e1-f4da-41dd-be95-9e09f0521b68,s3://dic-2024s/a2c516e1-f4da-41dd-be95-9e09f0521b68,0.5097713,person
8f3165c4-8810-4638-8442-611813947b72,s3://dic-2024s/8f3165c4-8810-4638-8442-611813947b72,,
